id,titlu,pret,moneda,nr_camere,suprafata,link,imagini_paths,numar_imagini,observatii,descriere,data_cont,nr_postari,pret_estim,data_cont_parsed,vechime_zile,scam,delta_pret
323,Anunț,15000,EUR,4,2500,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-de-vanzare/79hf3diiegf3712717640642e38i87e9.html,,0,,"Casa spatioasa de vanzare-Comuna Barca ,strada Principala. Localizare premium: pozitionata chiar pe strada Principala,zona cu trafic si vizibilitate foarte buna. Potrivita pentru investitii: in localitate urmeaza sa debuteze proiecte finantate din fonduri europene ceea ce creste semnificativ potentialul proprietatii. Suprafata teren-2500mp Constructie solida Utilitati disponibile:curent,apa curenta ,canalizare. Curte mare potrivita pentru extindere sau amenajare. IDEALA pentru: -Pensiune  agroturism -Sediu firma sau centru de servicii -Dezvoltare proiecte cu finantare europeana -Locuinta personala cu potential comercial Nu rata ocazia de a investi intr-o zona in plina dezvoltare. Pentru detalii apelati telefonul din anunt. ID anunț : 1744182310",06.07.2018,13,21536.591796875,2018-06-07,2740.0,0,-6536.591796875
324,Anunț,146990,EUR,4,96,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/casa/anunt/comision-0-duplex-mosnita-4-camere-asfalt-toate-utilitatile/8feg74ief49f7d13187f75gg73d6002g.html,images_case/anunt_324_img_0.webp|images_case/anunt_324_img_1.webp|images_case/anunt_324_img_2.webp|images_case/anunt_324_img_3.webp,4,,,,0,243879.6875,,,0,-96889.6875
325,Anunț,148990,EUR,4,104,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/duplex-mosnita-4-camere-pozitionat-excelent-v2961/0hd0f687ge1072262ff4gd809eeh8217.html,images_case/anunt_325_img_0.webp|images_case/anunt_325_img_1.webp|images_case/anunt_325_img_2.webp|images_case/anunt_325_img_3.webp,4,,"ID intern: V2961 Duplex de vanzare Mosnita Noua FOXFORT Imobiliare propune spre vanzare casa tip duplex, cu un regim de inaltime P+1, situata in Mosnita Noua, avand un numar de 4 camere, cu o suprafata utila de 104 mp si teren 256 mp.. Casa a fost construita in anul 2022, structura acesteia fiind din beton armat cu pereti de caramida, curtea va fi amenajata cu alei de beton amprentat. Imobilul este amplasat intr-un cartier foarte linistit la 3 minute de Mcity, Profi si la 5 minute de Lidl. Compartimentarea este dispusa dupa cum urmeaza: - Parter: hol, living, baie, bucatarie, terasa, camera tehnica; - Etaj: hol, 3 dormitoare, baie, dressing integrat în perete. Finisajele interioare sunt moderne si calitative: - Usa intrare: pvc; - Usi interioare: celulare; - Tamplarie ferestre: pvc; - Podele: gresie, parchet. Casa dispune de 1 loc de parcare. Se accepta ca si modalitate de plata creditul ipotecar. Pretul este de 148.990€ + comisionul standard al agentiei. Pentru a vedea toate ofertele valabile actualizate periodic, cu preturi reale si ultimele anunturi imobiliare adaugate intrati acum pe site-ul oficial FOXFORT Imobiliare: foxfort.ro Precizati intotdeauna ca ati vazut oferta cu ID: V2961 Sediu agentie: Strada Mures, Nr. 39A, Timisoara, Timis. Mai multe detalii la telefon: 0374.069.727 ID anunț : 1644917619",11.10.2019,1416,175759.484375,2019-11-10,2219.0,0,-26769.484375
326,Anunț,74000,EUR,2,2340,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/casa/anunt/casa-de-vanzare-2-camere-2340-mp-teren-in-comuna-parau-judetul-brasov/22i9eh88329274751e87545f5e1gg146.html,images_case/anunt_326_img_0.webp|images_case/anunt_326_img_1.webp|images_case/anunt_326_img_2.webp|images_case/anunt_326_img_3.webp,4,,,,0,169156.0,,,0,-95156.0
327,Anunț,149000,EUR,6,2000,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/vand-case-in-hida/4e491e03e28579601d82227f71d29d1e.html,images_case/anunt_327_img_0.webp|images_case/anunt_327_img_1.webp|images_case/anunt_327_img_2.webp,3,,"Case de vânzare cu teren in suprafata de 2000 mp, in com. Hida, sat. Hida, str. Abatorului, nr. 2, jud Sălaj, la 35 km de Zalău și 50 km Cluj. Prima casa are la parter : 6 cam-ere (spațiu carmangerie) la etaj : 5 camere și spațiu pt o baie mare și pod . A doua casa are la subsol: 2 camere și 2 garaje , iar la parter 2 camere, bucatarie, spațiu restaurant, debara, baie . Constructiile sunt edificate in anul 1998 cu suprafața desfășurată de 654 mp. Incinta e pretabila pt: centru varstnici, pensiune, restaurant, carmangerie și locuință. ID anunț : 1745261994",17.02.2021,4,57297.1328125,2021-02-17,1754.0,0,91702.8671875
328,Anunț,155000,EUR,5,130,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-individuala-becicherecu-mic-p-m-5-camere-2-bai/6985f89gi8i37ihe1f32ef34eih73d84.html,images_case/anunt_328_img_0.webp|images_case/anunt_328_img_1.webp|images_case/anunt_328_img_2.webp|images_case/anunt_328_img_3.webp,4,,"-Casa individuala Becicherecu Mic ,cu Regim de Inaltime Parter+Mansarda ,Termen de Finalizare Ianuarie 2026 - suprafata construita / utila de 160/130 mp - teren de 320  mp, cu front stradal de 14 ml - detalii constructive : ziduri exterioare si interioare din caramida porotherm 30 cm,tencuita interior\exterior , termoizolata exterior,polistiren de 10 cm Eps 80 , pod izolat,acoperis tigla - compartimentare: - Parter : hol acces,living , bucatarie,,un dormitor,o baie =Mansarda:3 dormitoare,o baie - Detalii AMENAJARE interioara :Finisaje si materiale de o calitate superioara -parchet laminat, gresie, faianta, ferestre cu tamplarie PVC si geam Tripan, usa PVC la intrare, usi interioare noi, vopsea lavabila, corpuri sanitare, incalzire prin pardoseala - CENTRALA termica PROPRIE Pe Gaz -Detalii suplimentare : Teren imprejmuit, poarta acces auto si poarta acces pietonal, acoperis tigla - dispune de urmatoarele utilitati (apa, canalizare , curent), drumul de acces fiind asfaltat Detalii pret : Pretul solicitat de proprietar este de 155.000 Euro Negociabil, Pret Casa La Cheie Se accepta si varianta de achizitionare prin intermediul unui credit bancar. Time for Investment a luat nastere din dorinta de a te ajuta sa-ti gasesti locuinta mult dorita si pentru ati fi alaturi pe tot parcursul de achizitie. Suntem o echipa tanara, dinamica dar si eficienta. Experienta ne permite sa facem lucrurile putin altfel oferind servicii complete, si ne ajuta sa ne regasim in cele sase criterii care ne definesc munca 1.Promptitudine Stim cat de important este timpul, suntem la dispozitia ta in cel mai scurt timp. 2.Atentia la detalii -Suntem atenti la criteriile clientului si le comparam cu piata actuala 3.Eficienta -Vizionam doar proprietatiile pliabile clientului 4.Baza de date Completa -Informam constant clientul in legatura cu ofertele din baza de date proprie si actualizata 5.Profesionalism - Oferim consultanta juridica, financiar bancara si va punem la dispozitie toate elementele tehnice 6.Suntem alaturi pana la final -Va impunem la primarie cat si la utilitati (gaz,curent) If youre planing to Invest, Call us… And we’ll do the rest !!! ID anunț : 1763230470",05.01.2021,65,150385.84375,2021-05-01,1681.0,0,4614.15625
329,Anunț,139990,EUR,3,100,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-individuala-3-camere-sacalaz-zona-de-vest/f8dh7ed115237869162f257hi2f8i1h4.html,images_case/anunt_329_img_0.webp|images_case/anunt_329_img_1.webp|images_case/anunt_329_img_2.webp|images_case/anunt_329_img_3.webp,4,,"Casa individuala cu 3 camere de vanzare in localitatea Sacalaz, zona Vest. FOXFORT propune spre vanzare casa tip individuala, cu un regim de inaltime Parter + Pod, situata in Sacalaz, zona Vest, avand un numar de 3 camere, cu o suprafata utila de 100 mp si teren 504 mp. Anul constructiei este 2004, structura beton, material zidarie caramida. Imobilul dispune de urmatoarele utilitati: curent electric, apa, gaz, fosa septica. Compartimentarea este dispusa dupa cum urmeaza: - Parter: hol, 2 dormitoare, living, 2 bai, bucatarie, terasa; - Pod depozitare. Finisajele interioare sunt moderne: - Usa intrare: metal; - Usi interioare: panel; - Tamplarie ferestre: pvc; - Podele: parchet, gresie. Casa se vinde nemobilata si neutilata, dispune de centrala proprie cu incalzire prin calorifere si 2 locuri de parcare. Pretul este de 139.990€ + comisionul standard al agentiei. Se accepta ca si modalitate de plata surse proprii sau credit bancar. Indicator performanta energetica: Clasa B ID intern: V6562 ID anunț : 1717674080",11.10.2019,1416,194188.0625,2019-11-10,2219.0,0,-54198.0625
330,Anunț,59999,EUR,5,60,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-individuala-60-mpu-974-m-teren-sat-armeni-sibiu/1gf75244e2e77030e6848ii1f6566306.html,images_case/anunt_330_img_0.webp|images_case/anunt_330_img_1.webp|images_case/anunt_330_img_2.webp|images_case/anunt_330_img_3.webp,4,,"Doresti sa achizionezi o locuinta? Vrei o casa cu 5 camere in Armeni la 40 minute de Judetul Sibiu. Aceasta casa de vanzare cu 5 camere este alegerea potrivita pentru tine si familia ta, cu suprafata construita de 167 mp si suprafata utila a casei de 60 mp. Structura cladirii este din caramida, are sistem de incalzire cu soba teracota pe gaz. Casa are un stil clasic si se vinde complet mobilata si utilata. Imobilul are o curte libera de 800 mp cu acces auto in curte, spatiu pentru zona de joaca a copiilor, Casa este formata din doua corpuri de cladire si este compartimentata : ~ Corp A: - Demisol: Pivnita; - Parter: hol, living, 2 camere; ~ Corp B: - Bucatarie, camera Casa beneficieaza si de o filigorie si o bucatarie de vara + un spatiu de depozitare in suprafata de 90mpu. Finisajele interioare sunt clasice: ~ Usa intrare: lemn; ~ Usi interioare: lemn; ~ Tamplarie ferestre: lemn; ~ Podele: dusumea; ~ Finisaj: necesita renovare; ~ Pereti: vopsea lavabila. In curte se afla si o fantana, apa si canalizarea sunt in fata porti. Pret: 59.999€ Cod ofertă / ID: P25158 Sună-ne acum la 0369.823.823 și află detalii despre această proprietate de vanzare din Armeni, dar și despre alte proprietăți potrivite pentru tine. Apartamente de vanzare Sibiu Case de vanzare Sibiu Informatii speciale: 1. Descarcă aplicația de mobilul tau "" TABOO Imobiliare "" din Apple Store, Google Play sau Huawei AppGallery pentru a afla instantaneu noile proprietăți care intră pe piață. 2. Dacă ai o proprietate pe care vrei să o vinzi sau să o închiriezi , suntem aici pentru tine! Contactează-ne pentru o evaluare gratuită fără obligații și vei descoperi avantajele de a lucra cu o echipă dedicată și experimentată. 3. Dacă vrei sa incepi o cariera de agent imobiliar , suna la 0369.823.823 si programeaza o intalnire pentru a afla toate beneficiile si avantajele. Intra pe www.TABOO.ro și descoperă cele mai recente oferte, actualizate zilnic. ID anunț : 1759927420",03.05.2018,1329,165341.90625,2018-03-05,2834.0,0,-105342.90625
331,Anunț,130000,EUR,3,736,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/teren-cu-casa-in-constructie/gi168d0127de7g37ei1ii6hf57i83e5e.html,images_case/anunt_331_img_0.jpg|images_case/anunt_331_img_1.jpg|images_case/anunt_331_img_2.jpg|images_case/anunt_331_img_3.webp,4,,"Vând 736 mp teren cu casa în construcție+anexă,proiect cu autorizație valabilă până în august 2026.Proiectul casei este P+M,100mp amprenta la sol.Parterul este distribuit in1dormitor  birou, bucătărie,baie,living iar mansarda 2 dormitoare,baie,dresing,living.Anexa este compusă din garaj,bucătărie,baie, cameră de alimente.Imprejmuirea,este cu gard din plăci din beton.Utilitati instalate: apă,contor,canalizare,curent( contor).Terenul se află în Moșnița Veche,str.Dorin Teodorescu.In momentul de față, construcția este la nivel de fundație+ placă.Informatii suplimentare pe watsapp   sau  . ID anunț : 1753385588",28.11.2021,1,155481.34375,2021-11-28,1470.0,0,-25481.34375
332,Anunț,300000,EUR,5,220,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/casa-de-vacanta/anunt/casa-de-vanzare/381i5gfg5f9374f4d7hh440eef46435h.html,images_case/anunt_332_img_0.webp|images_case/anunt_332_img_1.webp|images_case/anunt_332_img_2.webp|images_case/anunt_332_img_3.webp,4,,"CASĂ DIN CĂRĂMIDĂ  5 CAMERE HOL BAIE BUCĂTĂRIE DEBARA ,BUC DE VARĂ HOL CRAMĂ SOLAR MAGAZIE DIN CĂRĂMIDĂ.PARCHET CENTRALA TERMICĂ PE GAZ. 35 ML DES GHIDERE 1850 MP GAZE APA CANAL CENTRALĂ. DOUA FĂNTĂNI CU APĂ BECI. ID anunț : 1744118930",12.09.2021,2,153704.359375,2021-12-09,1459.0,0,146295.640625
333,Anunț,145000,EUR,2,215,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/proprietar-vand-casa-in-gradiste/13g4098d3h047d3g10e17de93861g8ge.html,images_case/anunt_333_img_0.webp|images_case/anunt_333_img_1.webp|images_case/anunt_333_img_2.webp|images_case/anunt_333_img_3.webp,4,,"Proprietar, vand casa in gradiste, 215mp suprafață totala, 80mp utila, 2 camere, living, bucătărie, baie, garaj, cu posibilitate mansardare, încălzire în pardoseală, toate utilitățile. Preț 145000  negociabil! Nu doresc colaborare cu firme imobiliare!!! ID anunț : 1761772651",31.05.2020,1,138487.21875,2020-05-31,2016.0,0,6512.78125
334,Anunț,53500,EUR,4,146,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-din-caramida-in-satul-visag/1675888f19e176g7e931f54ie8347551.html,images_case/anunt_334_img_0.jpg|images_case/anunt_334_img_1.jpg|images_case/anunt_334_img_2.jpg|images_case/anunt_334_img_3.jpg,4,,vind casa din cărămida in sat Visag  20 km de Lugoj compusă din 3 camere 1 Bucătărie mare 1 baie și un hol. construcție din cărămida cu fundatie solida. baea are boiler 80 litri nou. cabina dus. fosa septica. porți din fier cu policarbonat puse recent. tîmplarie termopan pusă recent cu rulouri. +o casa in curte cu Bucătărie și o magazie. apa de la rețea plus o fintina cu pompa in curte internet fibră optică cablu tv. grădina cu pomi fructiferi in jur de 90 pomi pe rod. vita de vie. plus terasa și grătar in curte suprafața construită 146 m2 total 2100m2. certificat energetic acte la zi. se vinde semi mobilată  mai multe detalii la telefon ID anunț : 1655320481,30.07.2008,4,162635.8125,2008-07-30,6339.0,0,-109135.8125
335,Anunț,90000,EUR,3,109,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-de-vanzare-bucsesti-bacau/h3fei6eii72d77fhedi63id83h70hd4h.html,images_case/anunt_335_img_0.webp|images_case/anunt_335_img_1.webp|images_case/anunt_335_img_2.webp|images_case/anunt_335_img_3.webp,4,,,,0,148922.625,,,0,-58922.625
336,Anunț,235000,EUR,5,350,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-5-camere-2-bai-mobilata-utilata-5-min-metrou-comuna-berceni/9755ee02910773d11g5f17f0h8g919fg.html,images_case/anunt_336_img_0.webp|images_case/anunt_336_img_1.webp|images_case/anunt_336_img_2.webp|images_case/anunt_336_img_3.webp,4,,"Proprietate rezidențială deosebită, situată fix la intrarea în Comuna Berceni, la doar 5 minute de stația de metrou Tudor Arghezi. Locuința este ideală pentru o familie care își dorește confort, acces rapid către București și liniștea unei zone rezidențiale în plină dezvoltare. Proprietatea dispune de un teren generos de 350 mp și o suprafață utilă de 126 mp, fiind excelent compartimentată: 5 camere, dintre care 3 dormitoare spațioase 2 băi moderne o cameră suplimentară ce poate fi utilizată ca birou sau dressing, în funcție de nevoile fiecăruia Casa se predă complet igenizată, mobilată și utilată, fiind pregătită pentru a fi locuită imediat. Dotările și finisajele de calitate includ: încălzire în pardoseală ferestre cu geam tripan sistem de supraveghere video și alarmă poartă cu motor automatizat gazon cu sistem de aspersoare placă de beton la etaj, oferind rezistență sporită construcției sistem de dedurizare a apei Proprietatea este foarte bine amenajată, astfel încât să ofere confort și relaxare pentru momentele petrecute alături de cei dragi. Pentru mai multe detalii și programarea unei vizionări, mă puteți contacta: Giamanu Augustin 07 arata numarul .240.889 ID anunț : 1756577818",22.08.2025,27,189213.34375,2025-08-22,107.0,0,45786.65625
337,Anunț,122500,EUR,4,415,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/pret-special-vila-4-camere-teren-415-mp-berceni-vidra/12371fdg0g0e7f94d230h99g90136e0i.html,images_case/anunt_337_img_0.webp|images_case/anunt_337_img_1.webp|images_case/anunt_337_img_2.webp|images_case/anunt_337_img_3.webp,4,,"Profită acum de o ofertă promoțională pentru o casă nouă, pe parter, cu 4 camere, amplasată pe un teren de 415 mp, în cel mai nou complex rezidențial din zona Berceni/Vidra. De ce să alegi această casă? • Design Practic și Elegant: Te vei bucura de un dormitor matrimonial cu baie proprie și dressing, perfect pentru intimitate. Bucătăria open space e ideală pentru cine în familie, iar terasa de 19 mp devine locul tău preferat pentru cafeaua de dimineață sau seri relaxante. • Calitate Superioară la Fiecare Pas: Nu facem compromisuri când vine vorba de confort! Casa dispune de finisaje premium, încălzire prin pardoseală pentru un ambient plăcut, tâmplărie Salamander tripan pentru izolație maximă și exterioare din travertin care adaugă o notă de rafinament. • Conectivitate Fără Griji: Toate utilitățile esențiale sunt deja racordate: curent, gaze și apă curentă. • Complex Centrat pe Familie: Locuiește într-un mediu sigur și prietenos! Complexul oferă supraveghere video, o stație STV și un loc de joacă modern pentru copii. • Acces Rapid la Oraș: Ești la doar câteva minute de DJ 401 - Calea București, prin cartierul Dealul Verde, Vidra, asigurând un acces facil și rapid către Capitală, fără stresul traficului intens. Grăbește-te! Această ofertă promoțională este limitată! Pentru mai multe detalii sau pentru a programa o vizionare. ID anunț : 1763544636",28.03.2024,344,165999.90625,2024-03-28,619.0,0,-43499.90625
338,Anunț,115000,EUR,3,7,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/duplex-parter-toate-utilitatile-finisaje-premium-curte-generoasa/dd99fiei4d3f72g2e42ii48ihf324667.html,images_case/anunt_338_img_0.webp|images_case/anunt_338_img_1.webp|images_case/anunt_338_img_2.webp|images_case/anunt_338_img_3.webp,4,,"Duplex modern de vânzare în Sanandrei, pe un singur nivel, cu utilități complete, finisaje premium și curte generoasă. Detalii proprietate: Suprafață utilă: 69,7 mp Teren: 250 mp Compartimentare: Living + bucătărie open space 2 dormitoare Baie mare cu cadă (complet utilată) Dotări și finisaje: Construcție din cărămidă 25 cm Izolație 10 cm EPS 80 Tâmplărie PVC cu geam tripan Încălzire prin pardoseală cu termostat în fiecare cameră Finisaje moderne, premium Disponibil imediat Utilități: Apă, gaz, curent electric, fosă septică Avantaje locație: Zonă liniștită, ideală pentru familii Acces facil către Timișoara Pentru detalii si vizite va rog sa ma contactati! ID anunț : 1764687253",18.10.2017,85,161038.484375,2017-10-18,2972.0,0,-46038.484375
339,Anunț,182000,EUR,3,444,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-in-iosia-cu-teren-de-444-mp/9hf61681gh0f7493174226e6i15dg067.html,images_case/anunt_339_img_0.webp|images_case/anunt_339_img_1.jpg|images_case/anunt_339_img_2.jpg|images_case/anunt_339_img_3.jpg,4,,"Casa in cartierul Iosia Situata pe colt, cu un front stradal generos de 24 m si 18 m la doua strazi. Terenul aferent masoara 444 mp Casa este compusa din: 3 camere, o bucatarie, o baie + anexe utile pentru diverse nevoi gospodaresti Incalzirea este asigurata de o centrala pe gaz Avantaje: Proximitate fata de facilitati: transport in comun, magazine, scoala si gradinita Acces rapid: catre centrul orasului si catre centura Oradea Zona linistita si sigura, perfecta pentru familii sau investitii imobiliare * Aceasta proprietate ofera un potential remarcabil pentru cei care doresc sa isi creeze un camin de vis intr-o locatie premium sau sa realizeze o investitie solida pe piata imobiliara din Oradea. ID anunț : 1733236817",09.06.2008,84,200012.25,2008-09-06,6301.0,0,-18012.25
340,Anunț,649990,EUR,5,250,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/casa/anunt/casa-tip-californian-cu-crama-piscina-sauna-garaj-teren-liber-250-mp/d45230i7h46e72i5ehi776365df05092.html,images_case/anunt_340_img_0.webp|images_case/anunt_340_img_1.webp|images_case/anunt_340_img_2.webp|images_case/anunt_340_img_3.webp,4,,"Vrei sa te muti intr-o casa individuala, eleganta si moderna in zona Calea Dumbravii din Sibiu? Aceasta casa tip californian cu crama, piscina, sauna, garaj si teren liber de 250 mp este exact ceea ce cauti! Imobilul este construit cu materiale de calitate superioara, iar finisajele interioare sunt de lux. Piscina de 20 mp are o adancime de 1,40 m si este incalzita de un panou termic de 20 mp, care poate fi folosit si pentru a furniza apa calda menajera. In plus, casa are panouri fotovoltaice de 7 kw, cu o baterie care poate furniza pana la 10 kw de energie electrica. Imobilul are o deschidere la drum de 12,5 metri si un garaj in care iti poti parca masina in siguranta. In curtea libera de 250 mp poti petrece timpul liber cu familia si prietenii, sau te poti relaxa in sauna dupa o zi lunga de munca. Casa are 5 camere, o suprafata utila de 323 mp si o suprafata construita de 431 mp. Structura cladirii este din caramida si are sistem de incalzire cu termoficare, centrala proprie, calorifere, semineu si sistem de climatizare aer conditionat. In interior, vei gasi o casa complet mobilata si utilata, cu usi interioare din lemn, tamplarie ferestre din PVC cu geam termopan, podele din parchet si gresie si pereti finisati cu vopsea lavabila, faianta sau lambriu. Casa este compartimentata astfel: demisol cu spatiu pentru depozitare si crama, parter cu hol, living, baie, bucatarie, etaj cu hol, 3 dormitoare, baie si balcoane de 8 mp si terasa de 35 mp, la mansarda avem 1 birou care poate fi folosit ca si camera pentru copil. Mai dispune si de pod pentru depozitare. Imobilul este situat in zona Calea Dumbravii, Sibiu, in apropiere de statiile de transport in comun si de alte facilitati. Aceasta este o oportunitate unica de a cumpara o casa deosebita intr-o locatie excelenta! Pret: 649.990€ Cod ofertă / ID: P17634 Sună-ne acum la 0369.823.823 și află detalii despre această proprietate de vanzare din Sibiu, dar și despre alte proprietăți potrivite pentru tine. Apartamente de vanzare Sibiu Case de vanzare Sibiu Informatii speciale: 1. Descarcă aplicația de mobilul tau "" TABOO Imobiliare "" din Apple Store, Google Play sau Huawei AppGallery pentru a afla instantaneu noile proprietăți care intră pe piață. 2. Dacă ai o proprietate pe care vrei să o vinzi sau să o închiriezi , suntem aici pentru tine! Contactează-ne pentru o evaluare gratuită fără obligații și vei descoperi avantajele de a lucra cu o echipă dedicată și experimentată. 3. Dacă vrei sa incepi o cariera de agent imobiliar , suna la 0369.823.823 si programeaza o intalnire pentru a afla toate beneficiile si avantajele. Intra pe www.TABOO.ro și descoperă cele mai recente oferte, actualizate zilnic. ID anunț : 1680859107",03.05.2018,1329,153479.609375,2018-03-05,2834.0,0,496510.390625
341,Anunț,235000,EUR,5,350,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-5-camere-2-bai-mobilata-utilata-5-min-metrou-comuna-berceni/9755ee02910773d11g5f17f0h8g919fg.html,images_case/anunt_341_img_0.webp|images_case/anunt_341_img_1.webp|images_case/anunt_341_img_2.webp|images_case/anunt_341_img_3.webp,4,,,,0,189213.34375,,,0,45786.65625
342,Anunț,204990,EUR,4,115,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/duplex-individual-cu-garaj-si-4-camere-3-bai-mosnita-noua-toate-utilitatile/f7348d931f92770feg20f835h8g8ffdf.html,images_case/anunt_342_img_0.webp|images_case/anunt_342_img_1.webp|images_case/anunt_342_img_2.webp,3,,"Duplex cu 4 camere de vanzare in localitatea Mosnita Noua. FOXFORT propune spre vanzare casa tip duplex, cu un regim de inaltime Parter + 1 Etaj, situata in Mosnita Noua, avand un numar de 4 camere, cu o suprafata utila de 115 mp si teren 450 mp. Anul constructiei este 2025, structura beton, material zidarie caramida. Imobilul dispune de urmatoarele utilitati: curent electric, apa, canalizare, gaz, catv, fibra optica. Casa dispune de centrala proprie cu incalzire prin pardoseala si 3 locuri de parcare. Compartimentarea este dispusa dupa cum urmeaza: - Parter: hol, living, baie, bucatarie, garaj, camera tehnica si terasa; - Etaj: hol, 3 dormitoare, 2 bai; - Pod depozitare. Finisajele interioare sunt moderne: - Usa intrare: pvc; - Usi interioare: celulare; - Tamplarie ferestre: pvc; - Podele: parchet, gresie. Pretul este de 204.990€ - COMISION 0%. Se accepta ca si modalitate de plata surse proprii sau credit bancar. Indicator performanta energetica: Clasa B ID intern: V8842 ID anunț : 1763469263",11.10.2019,1416,50911.60546875,2019-11-10,2219.0,0,154078.39453125
343,Anunț,115000,EUR,5,97,https://www.publi24.ro/anunturi/imobiliare/de-vanzare/case/case-vile/anunt/casa-in-zona-centrala-5-camere-2-bucatarii-3-bai-curte-comuna-cisnadie/377gg14694f87e0010363e766969fd2d.html,images_case/anunt_343_img_0.webp|images_case/anunt_343_img_1.webp|images_case/anunt_343_img_2.webp|images_case/anunt_343_img_3.webp,4,,"Comision 0% Casa de vanzare situata pe o strada principala in Cisnadie, cu o suprafata utila de 97 mp si regim de inaltime parter si 1 etaj. Proprietatea este compusa din 2 apartamente cu intrari individuale iar in total sunt 5 camere, 2 bucatarii, 3 bai, camara, pivnita,loc de parcare si o zona verde de 25 mp pentru gradina de zarzavat sau zona de gratar. Primul apartament este compus din 3 camere, 1 bucatarie, 1 baie si scara interioara. Al doilea apartament este compus din 2 camere fiecare cu baie proprie, o bucatarie hol si scara interioara. Casa este izolata pe exterior, are acoperisul cu tigla schimbata, incalzirea se realizeaza prin centrala proprie si calorifere, geamurile sunt tip termopan, baile sunt decente si renovate in stil modern, bucatariile sunt mobilate si utilate iar curtea comuna este mare si vecinii pot parca usor masini. Proprietatea este ideala pentru 2 familii care doresc sa stea aproape dar totusi separat. Este ideala si pentru o familie care sa locuiasca intr-un apartament iar al doilea il inchirieaza pentru un venit suplimentar dar este ideala si pentru inchiriere in regim hotelier. Zona este buna deoarece strada este o strada principala iar pentru a ajunge in centrul orasul sau in zona de mall este nevoie de 15 minute de mers pe jos. Scolile, farmaciile, cafenelele, bancile piata agroalimentara si alte facilitati ale orasului sunt si ele aproape. Pret: 115.000€ Cod ofertă / ID: P25169 Sună-ne acum la 0369.823.823 și află detalii despre această proprietate de vanzare din Cisnadie, dar și despre alte proprietăți potrivite pentru tine. Apartamente de vanzare Sibiu Case de vanzare Sibiu Informatii speciale: 1. Descarcă aplicația de mobilul tau "" TABOO Imobiliare "" din Apple Store, Google Play sau Huawei AppGallery pentru a afla instantaneu noile proprietăți care intră pe piață. 2. Dacă ai o proprietate pe care vrei să o vinzi sau să o închiriezi , suntem aici pentru tine! Contactează-ne pentru o evaluare gratuită fără obligații și vei descoperi avantajele de a lucra cu o echipă dedicată și experimentată. 3. Dacă vrei sa incepi o cariera de agent imobiliar , suna la 0369.823.823 si programeaza o intalnire pentru a afla toate beneficiile si avantajele. Intra pe www.TABOO.ro și descoperă cele mai recente oferte, actualizate zilnic. ID anunț : 1760012987",03.05.2018,1329,187500.28125,2018-03-05,2834.0,0,-72500.28125
